airtable_table,airtable_field,airtable_type,used_by_writer_current,used_by_reader_current,used_in_operator_explorer_current,used_in_capability_snapshot_current,used_in_alignment_snapshot_current,used_in_score_breakdown_current,usage_classification,missing_source_of_truth_mapping_risk,evidence_current_source,evidence_prior_report,conflict_prior_vs_current,confirmation_status
"Operator Setup - Governance, Delivery & Diligence",apiIntegrations,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",serviceDifferentiators,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",risk_programs_narrative,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",risk_signal_audit,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",risk_signal_bcp,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",risk_signal_control,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",risk_signal_insurance,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",totalEmployees,number,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",avgExperience,number,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",regionalTeams,number,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",mkt_signal_fte,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",certifications,multilineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_model,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_resilience,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_functional,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_regional,multilineText,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_functions_selected,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_kpi_functions,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_signal_tenure,singleLineText,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_signal_crossbrand,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_signal_succession,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",lead_signal_density,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",tr_signal_revpar,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",tr_signal_occ,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",tr_signal_adr,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",tr_signal_repeat,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",diligenceQaOptIn,checkbox,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",contactName,singleLineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",contactEmail,singleLineText,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",contactPhone,singleLineText,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",preferredContactMethod,singleSelect,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",diligenceDocumentLinks,multilineText,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Services,multipleSelects,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Support,multipleSelects,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting,multipleSelects,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Procurement Services,multipleSelects,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",HR Training Services,multipleSelects,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support,multipleSelects,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Development Services,multipleSelects,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Sales Marketing Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Accounting Reporting Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Procurement Services Other,singleLineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",HR Training Services Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Technology Services Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Design Renovation Support Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Development Services Other,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,Active Countries,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,Active Markets / Cities,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Platform & Markets,Market Presence Type,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,Service Models Supported,multipleSelects,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,Management Structures Supported,multipleSelects,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Offered Services,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,New-Build Opening Experience,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,Pre-Opening Support Capability,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Owner Reporting Level,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Data Confidence Level,singleSelect,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Source Type,multipleSelects,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Master,Last Updated Date,date,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,Brand Families Operated,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,Conversion / Reflag Experience,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Profile & Positioning,Soft Brand / Lifestyle Experience,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Yes/Partial,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",F&B Capability Level,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Revenue Management Capability,singleSelect,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Sales Platform,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
"Operator Setup - Governance, Delivery & Diligence",Governance Cadence,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,Minimum Key Count,number,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Commercial Fit & Terms,Similar Project Case Studies,multilineText,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Operator Review Status,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Preferred Management Structure,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Required Operator Services,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Must-Have Operator Services,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Nice-to-Have Operator Services,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Market Presence Requirement,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Pre-Opening Support Needed,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Owner Reporting Expectations,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Brand / Operator Responsibility Split,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Owner Control Preference,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Commercial Priority,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Local Labor / HR Support Needed,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Procurement Support Needed,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Owner Internal Ops Capability,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Brand Agreement Structure,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Operating Model,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
si,Operator Scope,multipleSelects,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
deals,F&B Complexity,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
deals,Opening Timeline,singleSelect,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Needs Review,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,name,singleLineText,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,title,singleLineText,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,role,singleLineText,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,summary,multilineText,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,bio,multilineText,No/Unclear,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,headshot,multipleAttachments,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Leadership Team Members,display_order,number,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,property_name,singleLineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,hotel_type,singleLineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,region,singleLineText,Yes,Yes,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,branded_independent,singleSelect,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,situation,singleSelect,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,services,multilineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,outcome,multilineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,owner_relevance,multilineText,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,image_url,multipleAttachments,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Case Studies,display_order,number,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Diligence QA,category,singleLineText,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Diligence QA,question,multilineText,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Diligence QA,answer,multilineText,Yes,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
Operator Setup - Diligence QA,display_order,number,Yes,Yes,No/Unclear,No/Unclear,No/Unclear,No/Unclear,Written but not displayed,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),revenueManagementServices,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),revenueManagementOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),salesMarketingSupport,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),salesMarketingOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),accountingReporting,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),accountingReportingOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),procurementServices,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,Yes/Partial,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),procurementServicesOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),hrTrainingServices,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),hrTrainingServicesOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),technologyServices,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),technologyServicesOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),designRenovationSupport,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),designRenovationSupportOther,,No/Unclear,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Displayed but not written,High,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
(no new-base schema match),developmentServices,,Yes,No/Unclear,Yes,No/Unclear,No/Unclear,No/Unclear,Actively used,Low/Medium,Current repo scan,operator-setup-field-coverage-diff.csv,,Needs Review
