Airtable Table,Airtable Field,Airtable Field Type,Live Options,Static Form Field Name,OAS Injected?,New-Base Writer Mapped?,Legacy Writer Mapped?,Child Table / JSON Payload?,Source File(s),Needed For OAS?,Needed For Operator Explorer?,Needed For Operator Strategy?,Coverage Status,Risk Level,Recommended Action
Operator Setup - Commercial Fit & Terms,preOpeningFees,multipleSelects,,preOpeningFees,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,preOpeningFeesNotes,multilineText,,preOpeningFeesNotes,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,centralServiceAllocations,singleSelect,,centralServiceAllocations,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,centralServiceAllocationsNotes,multilineText,,centralServiceAllocationsNotes,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationRights,singleSelect,,ownerEarlyTerminationRights,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationNotes,multilineText,,ownerEarlyTerminationNotes,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,terminationFeeStructure,singleSelect,,terminationFeeStructure,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,terminationFeeStructureNotes,singleLineText,,terminationFeeStructureNotes,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,performanceTerminationRights,singleSelect,,performanceTerminationRights,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,keyMoneyCoInvestment,singleSelect,,keyMoneyCoInvestment,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,capReimbursableExpenses,singleSelect,,capReimbursableExpenses,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,auditRightsRequired,singleSelect,,auditRightsRequired,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,portfolioGrowthRate,number,,portfolioGrowthRate,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,minPropertySize,number,,minPropertySize,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,maxPropertySize,number,,maxPropertySize,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,revparImprovement,number,,revparImprovement,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,occupancyImprovement,number,,occupancyImprovement,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,noiImprovement,number,,noiImprovement,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,ownerRetention,number,,ownerRetention,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,renewalRate,number,,renewalRate,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,turnaroundCount,number,,turnaroundCount,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,stabilizationTime,number,,stabilizationTime,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,ov_q_touchpoints,number,,ov_q_touchpoints,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
Operator Setup - Commercial Fit & Terms,ownerReferences,number,,ownerReferences,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
Operator Setup - Commercial Fit & Terms,ownerSatisfactionScore,number,,ownerSatisfactionScore,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,idealRoomCountMin,number,,idealRoomCountMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,idealRoomCountMax,number,,idealRoomCountMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,idealProjectSizeMin,number,,idealProjectSizeMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,idealProjectSizeMax,number,,idealProjectSizeMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,minLeadTimeMonths,number,,minLeadTimeMonths,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,milestoneOperatorSelectionMinMonths,number,,milestoneOperatorSelectionMinMonths,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,milestoneConstructionStartMinMonths,number,,milestoneConstructionStartMinMonths,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,milestoneSoftOpeningMinMonths,number,,milestoneSoftOpeningMinMonths,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,milestoneGrandOpeningMinMonths,number,,milestoneGrandOpeningMinMonths,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,dealTermsOptIn,checkbox,,dealTermsOptIn,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Needs Decision,Medium,Add UI opt-in control or remove unused schema column
Operator Setup - Commercial Fit & Terms,mgmtFeeMin,number,,mgmtFeeMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,mgmtFeeMax,number,,mgmtFeeMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,incentiveFeeMin,number,,incentiveFeeMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,incentiveFeeMax,number,,incentiveFeeMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,incentiveExcessMin,number,,incentiveExcessMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,incentiveExcessMax,number,,incentiveExcessMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMin,number,,feeMinimumFloorMin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,feeMinimumFloorMax,number,,feeMinimumFloorMax,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
Operator Setup - Commercial Fit & Terms,ownerFundedReserves,number,,ownerFundedReserves,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",company_name,singleLineText,,company_name; companyName,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,Yes,Yes,Legacy Only,High,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_reporting,number,,infra_kpi_reporting,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",Operator,multipleRecordLinks,,Operator,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Fully Covered,Low,System/link field — no UI required
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_revenue,number,,infra_kpi_revenue,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_exec,singleLineText,,infra_kpi_exec,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_kpi_tools,number,,infra_kpi_tools,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_asset_management_reporting,multilineText,,infra_asset_management_reporting,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_systems_technology,multilineText,,infra_systems_technology,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",systems_inventory_lines,multilineText,,systems_inventory_lines,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_signal_uptime,singleSelect,Not Measured / N/A | 99.99%+ | 99.9%+ | 99.5–99.89% | 99.0–99.49% | 98.0–98.9% | Below 98% | Varies by system,infra_signal_uptime,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_signal_incident,singleSelect,Not Measured / N/A | <15 min | <30 min | <1 hour | <2 hours | <4 hours | <24 hours | Tiered / Varies,infra_signal_incident,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_signal_adoption,singleSelect,Not Measured / N/A | 95%+ | 90–94% | 85–89% | 80–84% | 70–79% | Below 70%,infra_signal_adoption,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",infra_signal_refresh,singleSelect,Not Measured / N/A | Real-time | Hourly | Daily | Daily + Weekly | Weekly | Monthly | Varies,infra_signal_refresh,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",primaryPMS,singleLineText,,primaryPMS,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",revenueManagementSystem,singleLineText,,revenueManagementSystem,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",accountingSystem,singleLineText,,accountingSystem,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",guestCommunication,singleLineText,,guestCommunication,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",mobileCheckin,singleSelect,,mobileCheckin,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",ownerPortal,singleSelect,,ownerPortal,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",analyticsPlatform,singleLineText,,analyticsPlatform,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",apiIntegrations,multilineText,,apiIntegrations,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",serviceDifferentiators,multilineText,,serviceDifferentiators,No,No,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; he-cala-form-inventory.json,No,No,No,Static Form Only,High,Form field with no legacy or new-base path — add mapping or remove from UI
"Operator Setup - Governance, Delivery & Diligence",risk_programs_narrative,multilineText,,risk_programs_narrative,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",risk_signal_audit,singleSelect,Not Measured / N/A | Below 85% | 85–89% | 90–94% | 95%+ | 99%+,risk_signal_audit,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",risk_signal_bcp,singleSelect,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Every 2+ Years | Ad hoc / event-driven,risk_signal_bcp,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",risk_signal_control,singleSelect,Not Measured / N/A | 95%+ closed on time | 90–94% closed on time | 80–89% closed on time | 70–79% closed on time | Below 70%,risk_signal_control,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",risk_signal_insurance,singleSelect,Not Measured / N/A | Monthly | Quarterly | Semi-Annual | Annual | Biennial | As needed / event-driven,risk_signal_insurance,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",totalEmployees,number,,totalEmployees,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",avgExperience,number,,avgExperience,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",regionalTeams,number,,regionalTeams,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",mkt_signal_fte,singleLineText,,mkt_signal_fte,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,No,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",certifications,multilineText,,certifications,No,No,Yes,No,operator-alignment-5b-schema-backup-2026-05-25.json; third-party-operator-airtable-fields-used.js; operator-setup-write-plan.js; he-cala-form-inventory.json,No,No,No,Legacy Only,Medium,Extend new-base build sheet + writer (Phase B)
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_model,multilineText,,lead_narrative_model,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_resilience,multilineText,,lead_narrative_resilience,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_functional,multilineText,,lead_narrative_functional,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_narrative_regional,multilineText,,lead_narrative_regional,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_functions_selected,multipleSelects,Operations | Commercial & Revenue | Finance | People & Culture | Development & Growth | Legal & Compliance | Technology & Data | Asset Management | Brand & Marketing | Risk & Internal Controls,lead_functions_selected,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_kpi_functions,singleLineText,,lead_kpi_functions,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_signal_tenure,singleLineText,,lead_signal_tenure,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_signal_crossbrand,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,lead_signal_crossbrand,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_signal_succession,singleLineText,,lead_signal_succession,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",lead_signal_density,singleSelect,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,lead_signal_density,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",tr_signal_revpar,singleSelect,Negative or Flat | Low Single-Digit (+1–5%) | Mid Single-Digit (+6–10%) | Low Double-Digit (+11–15%) | Mid Double-Digit (+16–25%) | High Double-Digit (26%+) | Wide Dispersion Across Portfolio,tr_signal_revpar,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",tr_signal_occ,singleSelect,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18–24 Months | 24+ Months | Varies Widely by Asset / Situation,tr_signal_occ,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
"Operator Setup - Governance, Delivery & Diligence",tr_signal_adr,singleSelect,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18+ Months,tr_signal_adr,No,Yes,No,No,operator-alignment-5b-schema-backup-2026-05-25.json; operator-setup-new-base-build-sheet-rows.json; he-cala-form-inventory.json; third-party-operator-new-two-field-bindings.json,No,Yes,No,Fully Covered,Low,In new-base writer build sheet with form or OAS inject
